Context,Target,Images,Labels
,"-less(_u0,_u1).","[3046, 3165]","[6, 2]"
,"-less(_u0,_u1).","[3050, 3233]","[6, 3]"
,"-less(_u0,_u1).","[3053, 2893]","[6, 4]"
,"-less(_u0,_u1).","[3058, 3563]","[6, 5]"
,"-less(_u0,_u1).","[3089, 3096]","[6, 6]"
,"less(_u0,_u1).","[3097, 2766]","[6, 7]"
,"less(_u0,_u1).","[3098, 3432]","[6, 8]"
,"less(_u0,_u1).","[3109, 3173]","[6, 9]"
,"-less(_u0,_u1).","[2778, 3369]","[7, 0]"
,"-less(_u0,_u1).","[2814, 2843]","[7, 1]"
,"-less(_u0,_u1).","[2825, 3166]","[7, 2]"
,"-less(_u0,_u1).","[2835, 3258]","[7, 3]"
,"-less(_u0,_u1).","[2844, 2896]","[7, 4]"
,"-less(_u0,_u1).","[2848, 3575]","[7, 5]"
,"-less(_u0,_u1).","[2852, 3115]","[7, 6]"
,"-less(_u0,_u1).","[2865, 2867]","[7, 7]"
,"less(_u0,_u1).","[2881, 3438]","[7, 8]"
,"less(_u0,_u1).","[2903, 3186]","[7, 9]"
,"-less(_u0,_u1).","[3446, 3376]","[8, 0]"
,"-less(_u0,_u1).","[3476, 2853]","[8, 1]"
,"-less(_u0,_u1).","[3480, 3176]","[8, 2]"
,"-less(_u0,_u1).","[3482, 3264]","[8, 3]"
,"-less(_u0,_u1).","[3489, 2902]","[8, 4]"
,"-less(_u0,_u1).","[3493, 3580]","[8, 5]"
,"-less(_u0,_u1).","[3495, 3123]","[8, 6]"
,"-less(_u0,_u1).","[3497, 2909]","[8, 7]"
,"-less(_u0,_u1).","[3499, 3501]","[8, 8]"
,"less(_u0,_u1).","[3502, 3190]","[8, 9]"
,"-less(_u0,_u1).","[3193, 3377]","[9, 0]"
,"-less(_u0,_u1).","[3202, 2858]","[9, 1]"
,"-less(_u0,_u1).","[3227, 3179]","[9, 2]"
,"-less(_u0,_u1).","[3232, 3291]","[9, 3]"
,"-less(_u0,_u1).","[3238, 2922]","[9, 4]"
,"-less(_u0,_u1).","[3256, 3595]","[9, 5]"
,"-less(_u0,_u1).","[3257, 3127]","[9, 6]"
,"-less(_u0,_u1).","[3263, 2929]","[9, 7]"
,"-less(_u0,_u1).","[3265, 3512]","[9, 8]"
,"-less(_u0,_u1).","[3277, 3284]","[9, 9]"
,"-less(_u0,_u1).","[3391, 3396]","[0, 0]"
,"less(_u0,_u1).","[3409, 2870]","[0, 1]"
,"less(_u0,_u1).","[3410, 3199]","[0, 2]"
,"less(_u0,_u1).","[3429, 3314]","[0, 3]"
,"less(_u0,_u1).","[3434, 2943]","[0, 4]"
,"less(_u0,_u1).","[3441, 3613]","[0, 5]"
,"less(_u0,_u1).","[3443, 3136]","[0, 6]"
,"less(_u0,_u1).","[3461, 2949]","[0, 7]"
,"less(_u0,_u1).","[3479, 3513]","[0, 8]"
,"less(_u0,_u1).","[3490, 3292]","[0, 9]"
,"-less(_u0,_u1).","[2872, 3492]","[1, 0]"
,"-less(_u0,_u1).","[2876, 2878]","[1, 1]"
,"less(_u0,_u1).","[2889, 3200]","[1, 2]"
,"less(_u0,_u1).","[2894, 3318]","[1, 3]"
,"less(_u0,_u1).","[2906, 2962]","[1, 4]"
,"less(_u0,_u1).","[2907, 3634]","[1, 5]"
,"less(_u0,_u1).","[2918, 3139]","[1, 6]"
,"less(_u0,_u1).","[2920, 2950]","[1, 7]"
,"less(_u0,_u1).","[2932, 3517]","[1, 8]"
,"less(_u0,_u1).","[2937, 3296]","[1, 9]"
,"-less(_u0,_u1).","[3208, 3514]","[2, 0]"
,"-less(_u0,_u1).","[3224, 2938]","[2, 1]"
,"-less(_u0,_u1).","[3242, 3244]","[2, 2]"
,"less(_u0,_u1).","[3274, 3319]","[2, 3]"
,"less(_u0,_u1).","[3300, 2963]","[2, 4]"
,"less(_u0,_u1).","[3304, 3635]","[2, 5]"
,"less(_u0,_u1).","[3305, 3172]","[2, 6]"
,"less(_u0,_u1).","[3307, 2969]","[2, 7]"
,"less(_u0,_u1).","[3308, 3526]","[2, 8]"
,"less(_u0,_u1).","[3313, 3302]","[2, 9]"
,"-less(_u0,_u1).","[3320, 3516]","[3, 0]"
,"-less(_u0,_u1).","[3323, 2957]","[3, 1]"
,"-less(_u0,_u1).","[3332, 3329]","[3, 2]"
,"-less(_u0,_u1).","[3336, 3347]","[3, 3]"
,"less(_u0,_u1).","[3358, 2983]","[3, 4]"
,"less(_u0,_u1).","[3383, 3637]","[3, 5]"
,"less(_u0,_u1).","[3386, 3187]","[3, 6]"
,"less(_u0,_u1).","[3397, 2980]","[3, 7]"
,"less(_u0,_u1).","[3400, 3554]","[3, 8]"
,"less(_u0,_u1).","[3402, 3303]","[3, 9]"
,"-less(_u0,_u1).","[2990, 3529]","[4, 0]"
,"-less(_u0,_u1).","[3009, 2970]","[4, 1]"
,"-less(_u0,_u1).","[3018, 3333]","[4, 2]"
,"-less(_u0,_u1).","[3037, 3404]","[4, 3]"
,"-less(_u0,_u1).","[3038, 3039]","[4, 4]"
,"less(_u0,_u1).","[3052, 3638]","[4, 5]"
,"less(_u0,_u1).","[3056, 3207]","[4, 6]"
,"less(_u0,_u1).","[3061, 2982]","[4, 7]"
,"less(_u0,_u1).","[3071, 3555]","[4, 8]"
,"less(_u0,_u1).","[3072, 3310]","[4, 9]"
,"-less(_u0,_u1).","[3648, 3534]","[5, 0]"
,"-less(_u0,_u1).","[3669, 2977]","[5, 1]"
,"-less(_u0,_u1).","[3681, 3339]","[5, 2]"
,"-less(_u0,_u1).","[3682, 3415]","[5, 3]"
,"-less(_u0,_u1).","[3685, 3074]","[5, 4]"
,"-less(_u0,_u1).","[3695, 3705]","[5, 5]"
,"less(_u0,_u1).","[3752, 3221]","[5, 6]"
,"less(_u0,_u1).","[3768, 2984]","[5, 7]"
,"less(_u0,_u1).","[3801, 3570]","[5, 8]"
,"less(_u0,_u1).","[3819, 3311]","[5, 9]"
,"-less(_u0,_u1).","[3229, 3541]","[6, 0]"
,"-less(_u0,_u1).","[3245, 2988]","[6, 1]"
,"-less(_u0,_u1).","[3268, 3341]","[6, 2]"
,"-less(_u0,_u1).","[3287, 3422]","[6, 3]"
,"-less(_u0,_u1).","[3288, 3088]","[6, 4]"
,"-less(_u0,_u1).","[3294, 3832]","[6, 5]"
,"-less(_u0,_u1).","[3297, 3325]","[6, 6]"
,"less(_u0,_u1).","[3327, 2985]","[6, 7]"
,"less(_u0,_u1).","[3330, 3581]","[6, 8]"
,"less(_u0,_u1).","[3335, 3316]","[6, 9]"
,"-less(_u0,_u1).","[2986, 3562]","[7, 0]"
,"-less(_u0,_u1).","[2995, 2994]","[7, 1]"
,"-less(_u0,_u1).","[3008, 3342]","[7, 2]"
,"-less(_u0,_u1).","[3010, 3424]","[7, 3]"
,"-less(_u0,_u1).","[3059, 3091]","[7, 4]"
,"-less(_u0,_u1).","[3060, 3839]","[7, 5]"
,"-less(_u0,_u1).","[3065, 3363]","[7, 6]"
,"-less(_u0,_u1).","[3079, 3081]","[7, 7]"
,"less(_u0,_u1).","[3087, 3584]","[7, 8]"
,"less(_u0,_u1).","[3116, 3322]","[7, 9]"
,"-less(_u0,_u1).","[3600, 3565]","[8, 0]"
,"-less(_u0,_u1).","[3601, 2998]","[8, 1]"
,"-less(_u0,_u1).","[3616, 3357]","[8, 2]"
,"-less(_u0,_u1).","[3619, 3435]","[8, 3]"
,"-less(_u0,_u1).","[3630, 3092]","[8, 4]"
,"-less(_u0,_u1).","[3643, 3859]","[8, 5]"
,"-less(_u0,_u1).","[3657, 3364]","[8, 6]"
,"-less(_u0,_u1).","[3658, 3140]","[8, 7]"
,"-less(_u0,_u1).","[3664, 3665]","[8, 8]"
,"less(_u0,_u1).","[3688, 3346]","[8, 9]"
,"-less(_u0,_u1).","[3348, 3568]","[9, 0]"
,"-less(_u0,_u1).","[3355, 3004]","[9, 1]"
,"-less(_u0,_u1).","[3359, 3362]","[9, 2]"
,"-less(_u0,_u1).","[3371, 3452]","[9, 3]"
,"-less(_u0,_u1).","[3374, 3100]","[9, 4]"
,"-less(_u0,_u1).","[3382, 3860]","[9, 5]"
,"-less(_u0,_u1).","[3389, 3366]","[9, 6]"
,"-less(_u0,_u1).","[3398, 3151]","[9, 7]"
,"-less(_u0,_u1).","[3414, 3689]","[9, 8]"
,"-less(_u0,_u1).","[3447, 3465]","[9, 9]"
,"-less(_u0,_u1).","[3585, 3590]","[0, 0]"
,"less(_u0,_u1).","[3603, 3019]","[0, 1]"
,"less(_u0,_u1).","[3610, 3381]","[0, 2]"
,"less(_u0,_u1).","[3612, 3460]","[0, 3]"
,"less(_u0,_u1).","[3622, 3101]","[0, 4]"
,"less(_u0,_u1).","[3632, 3864]","[0, 5]"
,"less(_u0,_u1).","[3661, 3387]","[0, 6]"
,"less(_u0,_u1).","[3667, 3162]","[0, 7]"
,"less(_u0,_u1).","[3673, 3690]","[0, 8]"
,"less(_u0,_u1).","[3677, 3481]","[0, 9]"
,"-less(_u0,_u1).","[3041, 3691]","[1, 0]"
,"-less(_u0,_u1).","[3045, 3068]","[1, 1]"
,"less(_u0,_u1).","[3070, 3390]","[1, 2]"
,"less(_u0,_u1).","[3080, 3462]","[1, 3]"
,"less(_u0,_u1).","[3103, 3110]","[1, 4]"
,"less(_u0,_u1).","[3111, 3870]","[1, 5]"
,"less(_u0,_u1).","[3113, 3392]","[1, 6]"
,"less(_u0,_u1).","[3120, 3167]","[1, 7]"
,"less(_u0,_u1).","[3122, 3711]","[1, 8]"
,"less(_u0,_u1).","[3130, 3483]","[1, 9]"
,"-less(_u0,_u1).","[3395, 3693]","[2, 0]"
,"-less(_u0,_u1).","[3413, 3132]","[2, 1]"
,"-less(_u0,_u1).","[3444, 3470]","[2, 2]"
,"less(_u0,_u1).","[3486, 3466]","[2, 3]"
,"less(_u0,_u1).","[3536, 3117]","[2, 4]"
,"less(_u0,_u1).","[3553, 3875]","[2, 5]"
,"less(_u0,_u1).","[3557, 3403]","[2, 6]"
,"less(_u0,_u1).","[3564, 3189]","[2, 7]"
,"less(_u0,_u1).","[3569, 3727]","[2, 8]"
,"less(_u0,_u1).","[3574, 3506]","[2, 9]"
,"-less(_u0,_u1).","[3471, 3698]","[3, 0]"
,"-less(_u0,_u1).","[3472, 3145]","[3, 1]"
,"-less(_u0,_u1).","[3491, 3578]","[3, 2]"
,"-less(_u0,_u1).","[3521, 3523]","[3, 3]"
,"less(_u0,_u1).","[3542, 3125]","[3, 4]"
,"less(_u0,_u1).","[3550, 3907]","[3, 5]"
,"less(_u0,_u1).","[3552, 3421]","[3, 6]"
,"less(_u0,_u1).","[3571, 3206]","[3, 7]"
,"less(_u0,_u1).","[3576, 3730]","[3, 8]"
,"less(_u0,_u1).","[3591, 3508]","[3, 9]"
,"-less(_u0,_u1).","[3138, 3702]","[4, 0]"
,"-less(_u0,_u1).","[3157, 3149]","[4, 1]"
,"-less(_u0,_u1).","[3182, 3582]","[4, 2]"
,"-less(_u0,_u1).","[3183, 3596]","[4, 3]"
,"-less(_u0,_u1).","[3184, 3194]","[4, 4]"
,"less(_u0,_u1).","[3203, 3921]","[4, 5]"
,"less(_u0,_u1).","[3217, 3445]","[4, 6]"
,"less(_u0,_u1).","[3218, 3209]","[4, 7]"
,"less(_u0,_u1).","[3222, 3737]","[4, 8]"
,"less(_u0,_u1).","[3235, 3510]","[4, 9]"
,"-less(_u0,_u1).","[3922, 3709]","[5, 0]"
,"-less(_u0,_u1).","[3944, 3155]","[5, 1]"
,"-less(_u0,_u1).","[3972, 3589]","[5, 2]"
,"-less(_u0,_u1).","[3974, 3606]","[5, 3]"
,"-less(_u0,_u1).","[3988, 3239]","[5, 4]"
,"-less(_u0,_u1).","[4004, 4007]","[5, 5]"
,"less(_u0,_u1).","[4015, 3449]","[5, 6]"
,"less(_u0,_u1).","[4017, 3210]","[5, 7]"
,"less(_u0,_u1).","[4037, 3744]","[5, 8]"
,"less(_u0,_u1).","[4048, 3511]","[5, 9]"
,"-less(_u0,_u1).","[3451, 3715]","[6, 0]"
,"-less(_u0,_u1).","[3454, 3177]","[6, 1]"
,"-less(_u0,_u1).","[3474, 3607]","[6, 2]"
,"-less(_u0,_u1).","[3485, 3609]","[6, 3]"
,"-less(_u0,_u1).","[3520, 3240]","[6, 4]"
,"-less(_u0,_u1).","[3524, 4057]","[6, 5]"
,"-less(_u0,_u1).","[3530, 3537]","[6, 6]"
,"less(_u0,_u1).","[3543, 3214]","[6, 7]"
,"less(_u0,_u1).","[3559, 3759]","[6, 8]"
,"less(_u0,_u1).","[3572, 3519]","[6, 9]"
,"-less(_u0,_u1).","[3223, 3720]","[7, 0]"
,"-less(_u0,_u1).","[3228, 3197]","[7, 1]"
,"-less(_u0,_u1).","[3236, 3627]","[7, 2]"
,"-less(_u0,_u1).","[3246, 3614]","[7, 3]"
,"-less(_u0,_u1).","[3249, 3260]","[7, 4]"
,"-less(_u0,_u1).","[3250, 4062]","[7, 5]"
,"-less(_u0,_u1).","[3252, 3577]","[7, 6]"
,"-less(_u0,_u1).","[3253, 3255]","[7, 7]"
,"less(_u0,_u1).","[3267, 3762]","[7, 8]"
,"less(_u0,_u1).","[3270, 3528]","[7, 9]"
,"-less(_u0,_u1).","[3766, 3734]","[8, 0]"
,"-less(_u0,_u1).","[3775, 3212]","[8, 1]"
,"-less(_u0,_u1).","[3792, 3642]","[8, 2]"
,"-less(_u0,_u1).","[3807, 3626]","[8, 3]"
,"-less(_u0,_u1).","[3816, 3261]","[8, 4]"
,"-less(_u0,_u1).","[3825, 4076]","[8, 5]"
,"-less(_u0,_u1).","[3842, 3586]","[8, 6]"
,"-less(_u0,_u1).","[3845, 3276]","[8, 7]"
,"-less(_u0,_u1).","[3865, 3866]","[8, 8]"
,"less(_u0,_u1).","[3872, 3533]","[8, 9]"
,"-less(_u0,_u1).","[3544, 3743]","[9, 0]"
,"-less(_u0,_u1).","[3566, 3226]","[9, 1]"
,"-less(_u0,_u1).","[3583, 3647]","[9, 2]"
,"-less(_u0,_u1).","[3588, 3651]","[9, 3]"
,"-less(_u0,_u1).","[3594, 3278]","[9, 4]"
,"-less(_u0,_u1).","[3598, 4077]","[9, 5]"
,"-less(_u0,_u1).","[3621, 3597]","[9, 6]"
,"-less(_u0,_u1).","[3636, 3282]","[9, 7]"
,"-less(_u0,_u1).","[3645, 3883]","[9, 8]"
,"-less(_u0,_u1).","[3649, 3653]","[9, 9]"
,"-less(_u0,_u1).","[3776, 3777]","[0, 0]"
,"less(_u0,_u1).","[3778, 3230]","[0, 1]"
,"less(_u0,_u1).","[3806, 3659]","[0, 2]"
,"less(_u0,_u1).","[3809, 3655]","[0, 3]"
,"less(_u0,_u1).","[3829, 3280]","[0, 4]"
,"less(_u0,_u1).","[3849, 4104]","[0, 5]"
,"less(_u0,_u1).","[3876, 3615]","[0, 6]"
,"less(_u0,_u1).","[3881, 3283]","[0, 7]"
,"less(_u0,_u1).","[3882, 3891]","[0, 8]"
,"less(_u0,_u1).","[3884, 3662]","[0, 9]"
,"-less(_u0,_u1).","[3234, 3888]","[1, 0]"
,"-less(_u0,_u1).","[3237, 3272]","[1, 1]"
,"less(_u0,_u1).","[3295, 3660]","[1, 2]"
,"less(_u0,_u1).","[3306, 3656]","[1, 3]"
,"less(_u0,_u1).","[3321, 3290]","[1, 4]"
,"less(_u0,_u1).","[3331, 4113]","[1, 5]"
,"less(_u0,_u1).","[3344, 3623]","[1, 6]"
,"less(_u0,_u1).","[3345, 3298]","[1, 7]"
,"less(_u0,_u1).","[3373, 3892]","[1, 8]"
,"less(_u0,_u1).","[3375, 3663]","[1, 9]"
,"-less(_u0,_u1).","[3672, 3896]","[2, 0]"
,"-less(_u0,_u1).","[3676, 3379]","[2, 1]"
,"-less(_u0,_u1).","[3679, 3680]","[2, 2]"
,"less(_u0,_u1).","[3710, 3670]","[2, 3]"
,"less(_u0,_u1).","[3712, 3312]","[2, 4]"
,"less(_u0,_u1).","[3719, 4119]","[2, 5]"
,"less(_u0,_u1).","[3722, 3629]","[2, 6]"
,"less(_u0,_u1).","[3741, 3317]","[2, 7]"
,"less(_u0,_u1).","[3748, 3918]","[2, 8]"
,"less(_u0,_u1).","[3765, 3678]","[2, 9]"
,"-less(_u0,_u1).","[3674, 3906]","[3, 0]"
,"-less(_u0,_u1).","[3683, 3380]","[3, 1]"
,"-less(_u0,_u1).","[3684, 3791]","[3, 2]"
,"-less(_u0,_u1).","[3687, 3699]","[3, 3]"
,"less(_u0,_u1).","[3707, 3315]","[3, 4]"
,"less(_u0,_u1).","[3713, 4126]","[3, 5]"
,"less(_u0,_u1).","[3735, 3646]","[3, 6]"
,"less(_u0,_u1).","[3740, 3324]","[3, 7]"
,"less(_u0,_u1).","[3754, 3928]","[3, 8]"
,"less(_u0,_u1).","[3756, 3696]","[3, 9]"
,"-less(_u0,_u1).","[3334, 3929]","[4, 0]"
,"-less(_u0,_u1).","[3340, 3393]","[4, 1]"
,"-less(_u0,_u1).","[3350, 3799]","[4, 2]"
,"-less(_u0,_u1).","[3351, 3793]","[4, 3]"
,"-less(_u0,_u1).","[3352, 3360]","[4, 4]"
,"less(_u0,_u1).","[3370, 4134]","[4, 5]"
,"less(_u0,_u1).","[3388, 3650]","[4, 6]"
,"less(_u0,_u1).","[3399, 3343]","[4, 7]"
,"less(_u0,_u1).","[3417, 3931]","[4, 8]"
,"less(_u0,_u1).","[3436, 3704]","[4, 9]"
,"-less(_u0,_u1).","[4167, 3937]","[5, 0]"
,"-less(_u0,_u1).","[4168, 3394]","[5, 1]"
,"-less(_u0,_u1).","[4171, 3813]","[5, 2]"
,"-less(_u0,_u1).","[4177, 3803]","[5, 3]"
,"-less(_u0,_u1).","[4184, 3437]","[5, 4]"
,"-less(_u0,_u1).","[4192, 4194]","[5, 5]"
,"less(_u0,_u1).","[4247, 3654]","[5, 6]"
,"less(_u0,_u1).","[4259, 3349]","[5, 7]"
,"less(_u0,_u1).","[4290, 3958]","[5, 8]"
,"less(_u0,_u1).","[4299, 3742]","[5, 9]"
,"-less(_u0,_u1).","[3671, 3943]","[6, 0]"
,"-less(_u0,_u1).","[3700, 3406]","[6, 1]"
,"-less(_u0,_u1).","[3706, 3826]","[6, 2]"
,"-less(_u0,_u1).","[3717, 3810]","[6, 3]"
,"-less(_u0,_u1).","[3726, 3439]","[6, 4]"
,"-less(_u0,_u1).","[3736, 4302]","[6, 5]"
,"-less(_u0,_u1).","[3749, 3757]","[6, 6]"
,"less(_u0,_u1).","[3764, 3368]","[6, 7]"
,"less(_u0,_u1).","[3767, 3959]","[6, 8]"
,"less(_u0,_u1).","[3772, 3745]","[6, 9]"
,"-less(_u0,_u1).","[3372, 3953]","[7, 0]"
,"-less(_u0,_u1).","[3405, 3411]","[7, 1]"
,"-less(_u0,_u1).","[3408, 3830]","[7, 2]"
,"-less(_u0,_u1).","[3423, 3812]","[7, 3]"
,"-less(_u0,_u1).","[3426, 3450]","[7, 4]"
,"-less(_u0,_u1).","[3428, 4304]","[7, 5]"
,"-less(_u0,_u1).","[3442, 3774]","[7, 6]"
,"-less(_u0,_u1).","[3448, 3463]","[7, 7]"
,"less(_u0,_u1).","[3469, 3961]","[7, 8]"
,"less(_u0,_u1).","[3494, 3746]","[7, 9]"
,"-less(_u0,_u1).","[3968, 3964]","[8, 0]"
,"-less(_u0,_u1).","[3976, 3412]","[8, 1]"
,"-less(_u0,_u1).","[3979, 3833]","[8, 2]"
,"-less(_u0,_u1).","[3983, 3815]","[8, 3]"
,"-less(_u0,_u1).","[3986, 3455]","[8, 4]"
,"-less(_u0,_u1).","[4006, 4309]","[8, 5]"
,"-less(_u0,_u1).","[4021, 3779]","[8, 6]"
,"-less(_u0,_u1).","[4036, 3498]","[8, 7]"
,"-less(_u0,_u1).","[4040, 4043]","[8, 8]"
,"less(_u0,_u1).","[4052, 3760]","[8, 9]"
,"-less(_u0,_u1).","[3770, 4002]","[9, 0]"
,"-less(_u0,_u1).","[3773, 3418]","[9, 1]"
,"-less(_u0,_u1).","[3781, 3836]","[9, 2]"
,"-less(_u0,_u1).","[3784, 3824]","[9, 3]"
,"-less(_u0,_u1).","[3785, 3457]","[9, 4]"
,"-less(_u0,_u1).","[3786, 4312]","[9, 5]"
,"-less(_u0,_u1).","[3787, 3789]","[9, 6]"
,"-less(_u0,_u1).","[3796, 3505]","[9, 7]"
,"-less(_u0,_u1).","[3818, 4058]","[9, 8]"
,"-less(_u0,_u1).","[3827, 3834]","[9, 9]"
,"-less(_u0,_u1).","[4008, 4009]","[0, 0]"
,"less(_u0,_u1).","[4023, 3427]","[0, 1]"
,"less(_u0,_u1).","[4027, 3848]","[0, 2]"
,"less(_u0,_u1).","[4044, 3835]","[0, 3]"
,"less(_u0,_u1).","[4047, 3458]","[0, 4]"
,"less(_u0,_u1).","[4067, 4327]","[0, 5]"
,"less(_u0,_u1).","[4082, 3794]","[0, 6]"
,"less(_u0,_u1).","[4106, 3507]","[0, 7]"
,"less(_u0,_u1).","[4108, 4063]","[0, 8]"
,"less(_u0,_u1).","[4115, 3847]","[0, 9]"
,"-less(_u0,_u1).","[3430, 4123]","[1, 0]"
,"-less(_u0,_u1).","[3431, 3440]","[1, 1]"
,"less(_u0,_u1).","[3456, 3853]","[1, 2]"
,"less(_u0,_u1).","[3464, 3844]","[1, 3]"
,"less(_u0,_u1).","[3468, 3459]","[1, 4]"
,"less(_u0,_u1).","[3473, 4376]","[1, 5]"
,"less(_u0,_u1).","[3478, 3808]","[1, 6]"
,"less(_u0,_u1).","[3487, 3515]","[1, 7]"
,"less(_u0,_u1).","[3488, 4083]","[1, 8]"
,"less(_u0,_u1).","[3509, 3852]","[1, 9]"
,"-less(_u0,_u1).","[3871, 4142]","[2, 0]"
,"-less(_u0,_u1).","[3879, 3532]","[2, 1]"
,"-less(_u0,_u1).","[3880, 3886]","[2, 2]"
,"less(_u0,_u1).","[3890, 3855]","[2, 3]"
,"less(_u0,_u1).","[3902, 3475]","[2, 4]"
,"less(_u0,_u1).","[3917, 4397]","[2, 5]"
,"less(_u0,_u1).","[3924, 3814]","[2, 6]"
,"less(_u0,_u1).","[3930, 3518]","[2, 7]"
,"less(_u0,_u1).","[3934, 4084]","[2, 8]"
,"less(_u0,_u1).","[3965, 3867]","[2, 9]"
,"-less(_u0,_u1).","[3893, 4145]","[3, 0]"
,"-less(_u0,_u1).","[3920, 3540]","[3, 1]"
,"-less(_u0,_u1).","[3923, 3975]","[3, 2]"
,"-less(_u0,_u1).","[3938, 3941]","[3, 3]"
,"less(_u0,_u1).","[3949, 3477]","[3, 4]"
,"less(_u0,_u1).","[3969, 4411]","[3, 5]"
,"less(_u0,_u1).","[3995, 3820]","[3, 6]"
,"less(_u0,_u1).","[3997, 3522]","[3, 7]"
,"less(_u0,_u1).","[4001, 4100]","[3, 8]"
,"less(_u0,_u1).","[4011, 3874]","[3, 9]"
,"-less(_u0,_u1).","[3484, 4159]","[4, 0]"
,"-less(_u0,_u1).","[3496, 3545]","[4, 1]"
,"-less(_u0,_u1).","[3503, 3980]","[4, 2]"
,"-less(_u0,_u1).","[3504, 4022]","[4, 3]"
,"-less(_u0,_u1).","[3547, 3548]","[4, 4]"
,"less(_u0,_u1).","[3573, 4413]","[4, 5]"
,"less(_u0,_u1).","[3608, 3821]","[4, 6]"
,"less(_u0,_u1).","[3611, 3531]","[4, 7]"
,"less(_u0,_u1).","[3624, 4103]","[4, 8]"
,"less(_u0,_u1).","[3625, 3904]","[4, 9]"
,"-less(_u0,_u1).","[4416, 4181]","[5, 0]"
,"-less(_u0,_u1).","[4424, 3546]","[5, 1]"
,"-less(_u0,_u1).","[4443, 3981]","[5, 2]"
,"-less(_u0,_u1).","[4450, 4033]","[5, 3]"
,"-less(_u0,_u1).","[4462, 3631]","[5, 4]"
,"-less(_u0,_u1).","[4475, 4480]","[5, 5]"
,"less(_u0,_u1).","[4495, 3841]","[5, 6]"
,"less(_u0,_u1).","[4515, 3538]","[5, 7]"
,"less(_u0,_u1).","[4529, 4139]","[5, 8]"
,"less(_u0,_u1).","[4558, 3912]","[5, 9]"
,"-less(_u0,_u1).","[3856, 4201]","[6, 0]"
,"-less(_u0,_u1).","[3858, 3549]","[6, 1]"
,"-less(_u0,_u1).","[3861, 3989]","[6, 2]"
,"-less(_u0,_u1).","[3869, 4053]","[6, 3]"
,"-less(_u0,_u1).","[3873, 3639]","[6, 4]"
,"-less(_u0,_u1).","[3908, 4562]","[6, 5]"
,"-less(_u0,_u1).","[3910, 3919]","[6, 6]"
,"less(_u0,_u1).","[3932, 3556]","[6, 7]"
,"less(_u0,_u1).","[3936, 4147]","[6, 8]"
,"less(_u0,_u1).","[3939, 3913]","[6, 9]"
,"-less(_u0,_u1).","[3579, 4203]","[7, 0]"
,"-less(_u0,_u1).","[3599, 3551]","[7, 1]"
,"-less(_u0,_u1).","[3617, 4005]","[7, 2]"
,"-less(_u0,_u1).","[3618, 4068]","[7, 3]"
,"-less(_u0,_u1).","[3620, 3652]","[7, 4]"
,"-less(_u0,_u1).","[3633, 4573]","[7, 5]"
,"-less(_u0,_u1).","[3640, 3947]","[7, 6]"
,"-less(_u0,_u1).","[3641, 3692]","[7, 7]"
,"less(_u0,_u1).","[3718, 4148]","[7, 8]"
,"less(_u0,_u1).","[3721, 3925]","[7, 9]"
,"-less(_u0,_u1).","[4151, 4216]","[8, 0]"
,"-less(_u0,_u1).","[4176, 3560]","[8, 1]"
,"-less(_u0,_u1).","[4213, 4016]","[8, 2]"
,"-less(_u0,_u1).","[4215, 4073]","[8, 3]"
,"-less(_u0,_u1).","[4253, 3666]","[8, 4]"
,"-less(_u0,_u1).","[4258, 4590]","[8, 5]"
,"-less(_u0,_u1).","[4261, 3950]","[8, 6]"
,"-less(_u0,_u1).","[4272, 3728]","[8, 7]"
,"-less(_u0,_u1).","[4275, 4282]","[8, 8]"
,"less(_u0,_u1).","[4287, 3927]","[8, 9]"
,"-less(_u0,_u1).","[3935, 4218]","[9, 0]"
,"-less(_u0,_u1).","[3967, 3561]","[9, 1]"
,"-less(_u0,_u1).","[3970, 4028]","[9, 2]"
,"-less(_u0,_u1).","[3977, 4094]","[9, 3]"
,"-less(_u0,_u1).","[3982, 3668]","[9, 4]"
,"-less(_u0,_u1).","[3987, 4596]","[9, 5]"
,"-less(_u0,_u1).","[3991, 3952]","[9, 6]"
,"-less(_u0,_u1).","[3998, 3731]","[9, 7]"
,"-less(_u0,_u1).","[4019, 4305]","[9, 8]"
,"-less(_u0,_u1).","[4025, 4026]","[9, 9]"
,"-less(_u0,_u1).","[4220, 4239]","[0, 0]"
,"less(_u0,_u1).","[4245, 3567]","[0, 1]"
,"less(_u0,_u1).","[4265, 4031]","[0, 2]"
,"less(_u0,_u1).","[4270, 4101]","[0, 3]"
,"less(_u0,_u1).","[4279, 3686]","[0, 4]"
,"less(_u0,_u1).","[4284, 4600]","[0, 5]"
,"less(_u0,_u1).","[4288, 3960]","[0, 6]"
,"less(_u0,_u1).","[4289, 3747]","[0, 7]"
,"less(_u0,_u1).","[4310, 4308]","[0, 8]"
,"less(_u0,_u1).","[4316, 4032]","[0, 9]"
,"-less(_u0,_u1).","[3587, 4321]","[1, 0]"
,"-less(_u0,_u1).","[3592, 3593]","[1, 1]"
,"less(_u0,_u1).","[3602, 4051]","[1, 2]"
,"less(_u0,_u1).","[3604, 4121]","[1, 3]"
,"less(_u0,_u1).","[3605, 3694]","[1, 4]"
,"less(_u0,_u1).","[3628, 4601]","[1, 5]"
,"less(_u0,_u1).","[3644, 3985]","[1, 6]"
,"less(_u0,_u1).","[3675, 3750]","[1, 7]"
,"less(_u0,_u1).","[3703, 4324]","[1, 8]"
