Context,Target,Images,Labels
"at((2, 4),_u0). at((5, 5),_u1). at((4, 3),_u2). at((6, 2),_u3). at((1, 4),_u4). at((0, 0),_u5). at((3, 1),_u6). at((7, 6),_u7). at((0, 5),_u8). at((0, 7),_u9).",sat.,"[11556, 12195, 10999, 8258, 12169, 14085, 8275, 11006, 14090, 12187]","[3, 0, 2, 1, 4, 5, 1, 2, 5, 4]"
"at((6, 4),_u0). at((3, 5),_u1). at((0, 3),_u2). at((7, 0),_u3). at((5, 0),_u4). at((1, 6),_u5). at((2, 2),_u6). at((6, 7),_u7). at((4, 1),_u8). at((6, 5),_u9).",sat.,"[11565, 12205, 8291, 14096, 12192, 11013, 8296, 12217, 14100, 11570]","[3, 0, 1, 5, 4, 2, 1, 0, 5, 3]"
"at((1, 1),_u0). at((6, 4),_u1). at((3, 7),_u2). at((5, 7),_u3). at((2, 7),_u4). at((4, 0),_u5). at((0, 6),_u6).",sat.,"[8319, 11017, 12194, 11583, 14106, 12219, 12239]","[1, 2, 4, 3, 5, 0, 0]"
"at((5, 0),_u0). at((0, 2),_u1). at((3, 7),_u2). at((6, 4),_u3). at((7, 0),_u4). at((4, 5),_u5). at((1, 7),_u6). at((3, 3),_u7). at((5, 7),_u8).",sat.,"[11618, 12197, 14122, 11018, 12259, 8330, 14143, 11619, 12264]","[3, 4, 5, 2, 0, 1, 5, 3, 0]"
"at((3, 4),_u0). at((3, 1),_u1). at((2, 7),_u2). at((4, 6),_u3). at((7, 0),_u4). at((0, 3),_u5). at((6, 2),_u6). at((0, 4),_u7). at((6, 5),_u8). at((0, 2),_u9).",sat.,"[12266, 12224, 8331, 14144, 11030, 11645, 12276, 14150, 11651, 12227]","[0, 4, 1, 5, 2, 3, 0, 5, 3, 4]"
"at((5, 3),_u0). at((3, 7),_u1). at((0, 6),_u2). at((1, 1),_u3). at((0, 5),_u4). at((6, 0),_u5). at((4, 0),_u6). at((7, 5),_u7). at((4, 5),_u8). at((2, 4),_u9). at((0, 3),_u10).",sat.,"[12313, 11032, 14168, 8332, 11665, 12247, 12256, 12321, 14171, 11033, 11693]","[0, 2, 5, 1, 3, 4, 4, 0, 5, 2, 3]"
"at((5, 3),_u0). at((2, 3),_u1). at((3, 1),_u2). at((3, 7),_u3). at((0, 0),_u4). at((1, 6),_u5). at((4, 4),_u6). at((7, 5),_u7). at((5, 1),_u8). at((3, 5),_u9). at((7, 1),_u10).",sat.,"[12267, 14180, 12324, 11705, 11066, 8348, 11081, 12279, 11708, 14183, 12325]","[4, 5, 0, 3, 2, 1, 2, 4, 3, 5, 0]"
"at((7, 5),_u0). at((7, 6),_u1). at((0, 0),_u2). at((4, 2),_u3). at((5, 7),_u4). at((3, 5),_u5). at((6, 1),_u6). at((2, 4),_u7). at((4, 5),_u8). at((1, 2),_u9). at((4, 6),_u10).",sat.,"[14195, 11710, 8351, 12337, 11084, 12285, 8373, 11086, 14199, 12339, 12291]","[5, 3, 1, 0, 2, 4, 1, 2, 5, 0, 4]"
"at((6, 6),_u0). at((0, 5),_u1). at((1, 7),_u2). at((7, 0),_u3). at((2, 5),_u4). at((4, 5),_u5). at((5, 3),_u6). at((3, 1),_u7). at((7, 3),_u8).",sat.,"[8379, 11714, 11095, 12306, 12351, 14204, 14213, 11106, 12357]","[1, 3, 2, 4, 0, 5, 5, 2, 0]"
"at((0, 0),_u0). at((7, 4),_u1). at((2, 6),_u2). at((4, 3),_u3). at((3, 2),_u4). at((7, 3),_u5). at((6, 1),_u6). at((1, 4),_u7). at((5, 0),_u8). at((5, 7),_u9).",sat.,"[12360, 11719, 8382, 12316, 11109, 14214, 11110, 12374, 12322, 11747]","[0, 3, 1, 4, 2, 5, 2, 0, 4, 3]"
"at((7, 6),_u0). at((1, 7),_u1). at((5, 5),_u2). at((4, 0),_u3). at((0, 5),_u4). at((4, 3),_u5). at((2, 4),_u6). at((3, 0),_u7). at((0, 1),_u8).",sat.,"[11147, 8383, 11752, 12327, 14218, 12387, 8388, 14233, 12414]","[2, 1, 3, 4, 5, 0, 1, 5, 0]"
"at((4, 6),_u0). at((5, 6),_u1). at((1, 0),_u2). at((0, 7),_u3). at((5, 1),_u4). at((7, 3),_u5). at((2, 2),_u6). at((3, 0),_u7). at((6, 6),_u8).",sat.,"[14251, 12328, 11755, 8394, 12421, 11163, 11193, 11756, 12332]","[5, 4, 3, 1, 0, 2, 2, 3, 4]"
"at((4, 4),_u0). at((2, 0),_u1). at((0, 5),_u2). at((7, 6),_u3). at((6, 3),_u4). at((5, 1),_u5). at((4, 7),_u6). at((2, 4),_u7). at((3, 2),_u8). at((0, 6),_u9).",sat.,"[12456, 11777, 14316, 12343, 8402, 11203, 12384, 12457, 11230, 14318]","[0, 3, 5, 4, 1, 2, 4, 0, 2, 5]"
"at((2, 6),_u0). at((3, 4),_u1). at((5, 7),_u2). at((6, 0),_u3). at((0, 5),_u4). at((2, 1),_u5). at((7, 7),_u6). at((4, 2),_u7). at((4, 0),_u8).",sat.,"[11781, 11242, 14368, 12396, 8418, 12477, 12397, 12497, 11788]","[3, 2, 5, 4, 1, 0, 4, 0, 3]"
"at((7, 3),_u0). at((3, 0),_u1). at((6, 1),_u2). at((1, 4),_u3). at((1, 5),_u4). at((5, 7),_u5). at((3, 4),_u6). at((2, 0),_u7). at((0, 4),_u8). at((6, 5),_u9).",sat.,"[11243, 12398, 12500, 11797, 14370, 8422, 14376, 11804, 12418, 12504]","[2, 4, 0, 3, 5, 1, 5, 3, 4, 0]"
"at((7, 0),_u0). at((0, 4),_u1). at((0, 7),_u2). at((5, 5),_u3). at((2, 1),_u4). at((6, 2),_u5). at((2, 5),_u6). at((1, 3),_u7). at((2, 7),_u8).",sat.,"[11250, 14389, 12516, 12427, 11813, 8423, 14404, 11251, 12438]","[2, 5, 0, 4, 3, 1, 5, 2, 4]"
"at((5, 1),_u0). at((2, 1),_u1). at((6, 3),_u2). at((5, 6),_u3). at((4, 4),_u4). at((0, 7),_u5). at((3, 1),_u6). at((7, 5),_u7).",sat.,"[12533, 14428, 11257, 11837, 8430, 12458, 12460, 11271]","[0, 5, 2, 3, 1, 4, 4, 2]"
"at((3, 1),_u0). at((4, 7),_u1). at((1, 6),_u2). at((7, 5),_u3). at((0, 0),_u4). at((6, 7),_u5). at((5, 1),_u6). at((5, 4),_u7).",sat.,"[12465, 11863, 8445, 12542, 11286, 14435, 12550, 11874]","[4, 3, 1, 0, 2, 5, 0, 3]"
"at((1, 7),_u0). at((5, 4),_u1). at((1, 3),_u2). at((0, 2),_u3). at((1, 6),_u4). at((3, 0),_u5). at((7, 1),_u6). at((4, 7),_u7). at((5, 7),_u8). at((1, 5),_u9).",sat.,"[14444, 12553, 12472, 11298, 11910, 8451, 11299, 11921, 12485, 14451]","[5, 0, 4, 2, 3, 1, 2, 3, 4, 5]"
"at((4, 2),_u0). at((0, 3),_u1). at((6, 5),_u2). at((2, 6),_u3). at((7, 3),_u4). at((1, 3),_u5). at((7, 1),_u6).",sat.,"[11929, 14471, 8452, 11306, 12554, 12505, 12525]","[3, 5, 1, 2, 0, 4, 4]"
"at((3, 4),_u0). at((2, 6),_u1). at((0, 4),_u2). at((7, 6),_u3). at((6, 3),_u4). at((4, 2),_u5). at((7, 7),_u6). at((2, 4),_u7). at((2, 0),_u8). at((5, 1),_u9).",sat.,"[11949, 12555, 14483, 12530, 8456, 11319, 11951, 12538, 14485, 11339]","[3, 0, 5, 4, 1, 2, 3, 4, 5, 2]"
"at((5, 0),_u0). at((7, 7),_u1). at((5, 2),_u2). at((2, 1),_u3). at((4, 5),_u4). at((6, 4),_u5). at((0, 6),_u6). at((1, 3),_u7). at((1, 5),_u8). at((5, 1),_u9).",sat.,"[12543, 8464, 11958, 14486, 12568, 11344, 11346, 11960, 12564, 14489]","[4, 1, 3, 5, 0, 2, 2, 3, 4, 5]"
"at((1, 3),_u0). at((7, 5),_u1). at((0, 1),_u2). at((2, 5),_u3). at((3, 2),_u4). at((4, 4),_u5). at((5, 0),_u6). at((3, 7),_u7).",sat.,"[11364, 12577, 11978, 12573, 14507, 8471, 11380, 11979]","[2, 4, 3, 0, 5, 1, 2, 3]"
"at((4, 6),_u0). at((1, 0),_u1). at((7, 0),_u2). at((6, 3),_u3). at((3, 2),_u4). at((1, 2),_u5). at((5, 0),_u6). at((0, 4),_u7).",sat.,"[11384, 14512, 11999, 8486, 12581, 12575, 12589, 8491]","[2, 5, 3, 1, 4, 0, 4, 1]"
"at((7, 1),_u0). at((6, 7),_u1). at((5, 1),_u2). at((1, 0),_u3). at((4, 1),_u4). at((0, 4),_u5). at((2, 5),_u6). at((7, 5),_u7).",sat.,"[12595, 12584, 14534, 8506, 12012, 11394, 12605, 12017]","[4, 0, 5, 1, 3, 2, 0, 3]"
"at((6, 7),_u0). at((1, 4),_u1). at((0, 0),_u2). at((7, 5),_u3). at((4, 3),_u4). at((2, 6),_u5).",sat.,"[12635, 14543, 12022, 8512, 12610, 11420]","[0, 5, 3, 1, 4, 2]"
"at((0, 4),_u0). at((7, 5),_u1). at((4, 1),_u2). at((5, 7),_u3). at((6, 2),_u4). at((7, 6),_u5). at((0, 5),_u6). at((3, 6),_u7). at((0, 7),_u8).",sat.,"[12612, 14544, 11436, 12652, 8513, 12024, 14549, 12653, 12035]","[4, 5, 2, 0, 1, 3, 5, 0, 3]"
"at((2, 0),_u0). at((6, 4),_u1). at((2, 2),_u2). at((3, 5),_u3). at((4, 2),_u4). at((7, 6),_u5). at((2, 7),_u6). at((0, 1),_u7). at((5, 2),_u8).",sat.,"[14562, 12662, 12044, 8529, 12615, 11438, 12665, 11443, 12063]","[5, 0, 3, 1, 4, 2, 0, 2, 3]"
"at((0, 4),_u0). at((7, 6),_u1). at((3, 6),_u2). at((5, 0),_u3). at((4, 3),_u4). at((0, 1),_u5). at((6, 2),_u6). at((0, 7),_u7). at((2, 5),_u8). at((7, 4),_u9). at((1, 1),_u10). at((0, 6),_u11).",sat.,"[14591, 12666, 12618, 8530, 11446, 12080, 8538, 14599, 11449, 12670, 12639, 12086]","[5, 0, 4, 1, 2, 3, 1, 5, 2, 0, 4, 3]"
"at((3, 1),_u0). at((6, 3),_u1). at((0, 7),_u2). at((5, 6),_u3). at((1, 0),_u4). at((7, 7),_u5). at((2, 4),_u6).",sat.,"[8542, 14609, 12644, 12089, 11458, 12686, 12094]","[1, 5, 4, 3, 2, 0, 3]"
"at((4, 5),_u0). at((5, 0),_u1). at((0, 4),_u2). at((7, 5),_u3). at((0, 1),_u4). at((6, 3),_u5). at((2, 1),_u6). at((0, 7),_u7). at((2, 5),_u8). at((0, 2),_u9).",sat.,"[12690, 8543, 14623, 12100, 12654, 11475, 12108, 12675, 12691, 14628]","[0, 1, 5, 3, 4, 2, 3, 4, 0, 5]"
"at((4, 3),_u0). at((0, 2),_u1). at((0, 4),_u2). at((1, 7),_u3). at((7, 6),_u4). at((3, 0),_u5). at((7, 1),_u6). at((5, 5),_u7).",sat.,"[11491, 12109, 14630, 12687, 12703, 8550, 12716, 14639]","[2, 3, 5, 4, 0, 1, 0, 5]"
"at((5, 4),_u0). at((7, 7),_u1). at((1, 6),_u2). at((0, 3),_u3). at((2, 0),_u4). at((7, 5),_u5). at((7, 1),_u6). at((4, 2),_u7). at((3, 7),_u8). at((3, 0),_u9).",sat.,"[8574, 12723, 12117, 11493, 12711, 14659, 12732, 11503, 12124, 14670]","[1, 0, 3, 2, 4, 5, 0, 2, 3, 5]"
"at((6, 7),_u0). at((7, 5),_u1). at((4, 2),_u2). at((2, 0),_u3). at((4, 3),_u4). at((2, 4),_u5). at((5, 1),_u6). at((4, 4),_u7). at((0, 6),_u8). at((1, 3),_u9). at((3, 6),_u10).",sat.,"[8575, 11519, 12726, 12741, 12148, 14672, 11521, 12151, 14673, 12731, 12748]","[1, 2, 4, 0, 3, 5, 2, 3, 5, 4, 0]"
"at((2, 1),_u0). at((0, 1),_u1). at((3, 5),_u2). at((6, 2),_u3). at((1, 6),_u4). at((7, 2),_u5). at((4, 2),_u6). at((7, 7),_u7). at((7, 3),_u8).",sat.,"[14688, 12764, 11531, 12749, 8578, 12152, 12765, 12153, 14689]","[5, 0, 2, 4, 1, 3, 0, 3, 5]"
"at((3, 1),_u0). at((0, 3),_u1). at((7, 2),_u2). at((4, 4),_u3). at((3, 7),_u4). at((2, 5),_u5). at((6, 0),_u6). at((4, 1),_u7). at((5, 6),_u8). at((4, 0),_u9). at((6, 4),_u10).",sat.,"[12755, 14707, 8588, 12183, 12776, 11552, 14709, 12186, 8589, 12760, 12785]","[4, 5, 1, 3, 0, 2, 5, 3, 1, 4, 0]"
"at((4, 0),_u0). at((5, 5),_u1). at((1, 2),_u2). at((7, 2),_u3). at((7, 6),_u4). at((3, 4),_u5).",sat.,"[11560, 8595, 12763, 12796, 12189, 14713]","[2, 1, 4, 0, 3, 5]"
"at((4, 6),_u0). at((0, 7),_u1). at((6, 0),_u2). at((4, 4),_u3). at((7, 2),_u4). at((0, 5),_u5). at((3, 1),_u6). at((0, 3),_u7).",sat.,"[12799, 12211, 11563, 14714, 8602, 12779, 8610, 12214]","[0, 3, 2, 5, 1, 4, 1, 3]"
"at((3, 5),_u0). at((7, 0),_u1). at((6, 6),_u2). at((1, 0),_u3). at((5, 4),_u4). at((7, 3),_u5). at((4, 2),_u6). at((2, 7),_u7). at((2, 3),_u8). at((0, 3),_u9). at((6, 0),_u10).",sat.,"[8615, 12786, 12837, 14737, 11576, 12218, 11581, 12839, 14742, 12222, 12788]","[1, 4, 0, 5, 2, 3, 2, 0, 5, 3, 4]"
"at((4, 3),_u0). at((6, 4),_u1). at((5, 1),_u2). at((0, 4),_u3). at((7, 7),_u4). at((3, 5),_u5). at((0, 2),_u6).",sat.,"[11600, 12869, 12225, 12790, 8625, 14748, 12872]","[2, 0, 3, 4, 1, 5, 0]"
"at((0, 6),_u0). at((7, 3),_u1). at((2, 5),_u2). at((5, 3),_u3). at((7, 4),_u4). at((1, 2),_u5).",sat.,"[8633, 12795, 14799, 12880, 12228, 11601]","[1, 4, 5, 0, 3, 2]"
"at((6, 7),_u0). at((4, 4),_u1). at((2, 6),_u2). at((0, 2),_u3). at((7, 2),_u4). at((1, 0),_u5). at((3, 0),_u6).",sat.,"[8648, 11621, 12888, 14806, 12817, 12244, 12897]","[1, 2, 0, 5, 4, 3, 0]"
"at((1, 2),_u0). at((5, 0),_u1). at((0, 6),_u2). at((3, 0),_u3). at((7, 0),_u4). at((3, 7),_u5). at((2, 3),_u6). at((6, 5),_u7). at((7, 7),_u8). at((2, 7),_u9).",sat.,"[11632, 12820, 8652, 12907, 12245, 14828, 12827, 8660, 14839, 12246]","[2, 4, 1, 0, 3, 5, 4, 1, 5, 3]"
"at((1, 5),_u0). at((5, 7),_u1). at((2, 2),_u2). at((6, 3),_u3). at((5, 3),_u4). at((6, 1),_u5). at((7, 6),_u6).",sat.,"[8664, 14854, 11648, 12830, 12260, 12926, 12927]","[1, 5, 2, 4, 3, 0, 0]"
"at((6, 5),_u0). at((3, 4),_u1). at((2, 7),_u2). at((5, 3),_u3). at((7, 2),_u4). at((0, 0),_u5). at((1, 3),_u6). at((1, 5),_u7). at((4, 6),_u8). at((1, 1),_u9). at((0, 5),_u10).",sat.,"[14862, 8678, 11655, 12265, 12947, 12867, 12992, 12274, 11667, 12870, 14867]","[5, 1, 2, 3, 0, 4, 0, 3, 2, 4, 5]"
"at((2, 0),_u0). at((3, 7),_u1). at((7, 1),_u2). at((0, 6),_u3). at((6, 5),_u4). at((7, 2),_u5). at((1, 4),_u6). at((4, 3),_u7). at((7, 0),_u8). at((4, 0),_u9).",sat.,"[12300, 8679, 12873, 13005, 11700, 14887, 8689, 12912, 14894, 13013]","[3, 1, 4, 0, 2, 5, 1, 4, 5, 0]"
"at((3, 6),_u0). at((5, 3),_u1). at((0, 7),_u2). at((2, 7),_u3). at((1, 4),_u4). at((4, 7),_u5). at((2, 1),_u6). at((6, 0),_u7). at((4, 1),_u8). at((7, 2),_u9). at((0, 1),_u10). at((1, 1),_u11).",sat.,"[11711, 8704, 12303, 14907, 13029, 12915, 14917, 8705, 13030, 11718, 12307, 12922]","[2, 1, 3, 5, 0, 4, 5, 1, 0, 2, 3, 4]"
"at((2, 6),_u0). at((7, 6),_u1). at((4, 2),_u2). at((6, 0),_u3). at((3, 4),_u4). at((6, 3),_u5). at((5, 5),_u6). at((0, 3),_u7).",sat.,"[12312, 14918, 11727, 12935, 8725, 13033, 12326, 13044]","[3, 5, 2, 4, 1, 0, 3, 0]"
"at((0, 6),_u0). at((3, 7),_u1). at((6, 4),_u2). at((1, 0),_u3). at((5, 5),_u4). at((4, 5),_u5). at((3, 5),_u6). at((2, 5),_u7). at((1, 3),_u8). at((4, 0),_u9).",sat.,"[8738, 13054, 11737, 14933, 12948, 12329, 14946, 12330, 13066, 12955]","[1, 0, 2, 5, 4, 3, 5, 3, 0, 4]"
"at((0, 2),_u0). at((4, 4),_u1). at((7, 0),_u2). at((4, 7),_u3). at((1, 5),_u4). at((3, 1),_u5). at((6, 7),_u6). at((7, 3),_u7). at((5, 0),_u8).",sat.,"[8760, 13074, 14951, 12333, 12966, 11738, 12969, 14955, 12334]","[1, 0, 5, 3, 4, 2, 4, 5, 3]"
"at((0, 0),_u0). at((6, 6),_u1). at((3, 2),_u2). at((5, 3),_u3). at((7, 6),_u4). at((2, 7),_u5). at((1, 5),_u6). at((4, 0),_u7).",sat.,"[13075, 12972, 11748, 8772, 14970, 12338, 8778, 13076]","[0, 4, 2, 1, 5, 3, 1, 0]"
"at((0, 2),_u0). at((3, 7),_u1). at((6, 6),_u2). at((6, 3),_u3). at((7, 1),_u4). at((2, 5),_u5). at((4, 0),_u6). at((2, 0),_u7). at((0, 0),_u8).",sat.,"[12973, 11772, 14979, 12344, 8781, 13077, 12345, 14994, 12976]","[4, 2, 5, 3, 1, 0, 3, 5, 4]"
"at((5, 3),_u0). at((0, 0),_u1). at((2, 5),_u2). at((5, 6),_u3). at((6, 2),_u4). at((7, 6),_u5). at((3, 0),_u6).",sat.,"[12991, 12346, 8806, 13081, 11774, 15000, 12349]","[4, 3, 1, 0, 2, 5, 3]"
"at((6, 4),_u0). at((4, 1),_u1). at((2, 2),_u2). at((3, 6),_u3). at((7, 1),_u4). at((0, 1),_u5). at((0, 7),_u6). at((6, 7),_u7). at((1, 5),_u8).",sat.,"[12350, 15012, 11795, 8811, 12997, 13097, 12355, 13008, 8815]","[3, 5, 2, 1, 4, 0, 3, 4, 1]"
"at((5, 2),_u0). at((2, 7),_u1). at((0, 0),_u2). at((2, 1),_u3). at((7, 5),_u4). at((6, 4),_u5). at((1, 5),_u6). at((4, 6),_u7). at((5, 7),_u8). at((2, 3),_u9).",sat.,"[12377, 13098, 8823, 15024, 13009, 11811, 13117, 11812, 13052, 12392]","[3, 0, 1, 5, 4, 2, 0, 2, 4, 3]"
"at((7, 2),_u0). at((0, 4),_u1). at((2, 1),_u2). at((4, 0),_u3). at((6, 0),_u4). at((5, 5),_u5). at((4, 4),_u6). at((3, 7),_u7). at((0, 2),_u8).",sat.,"[12416, 13068, 8836, 15041, 13126, 11826, 13069, 11841, 12430]","[3, 4, 1, 5, 0, 2, 4, 2, 3]"
"at((5, 3),_u0). at((4, 6),_u1). at((5, 2),_u2). at((6, 7),_u3). at((3, 1),_u4). at((2, 0),_u5). at((0, 6),_u6). at((0, 0),_u7). at((1, 0),_u8). at((7, 5),_u9). at((5, 0),_u10).",sat.,"[15054, 13135, 12437, 8839, 11844, 13071, 12446, 13073, 15066, 11856, 13155]","[5, 0, 3, 1, 2, 4, 3, 4, 5, 2, 0]"
"at((0, 6),_u0). at((6, 5),_u1). at((5, 7),_u2). at((2, 2),_u3). at((7, 3),_u4). at((1, 5),_u5). at((3, 5),_u6). at((4, 1),_u7). at((0, 2),_u8). at((1, 0),_u9). at((1, 2),_u10).",sat.,"[15069, 13164, 11865, 12451, 8873, 13104, 13125, 8891, 15070, 13175, 12463]","[5, 0, 2, 3, 1, 4, 4, 1, 5, 0, 3]"
"at((2, 0),_u0). at((7, 1),_u1). at((1, 3),_u2). at((5, 5),_u3). at((4, 2),_u4). at((4, 1),_u5). at((6, 7),_u6). at((3, 6),_u7). at((1, 4),_u8). at((7, 4),_u9). at((4, 3),_u10).",sat.,"[11869, 13184, 12483, 8895, 13128, 15071, 8903, 11896, 13132, 13196, 15085]","[2, 0, 3, 1, 4, 5, 1, 2, 4, 0, 5]"
"at((4, 5),_u0). at((2, 0),_u1). at((5, 1),_u2). at((1, 7),_u3). at((0, 3),_u4). at((6, 7),_u5). at((1, 6),_u6). at((3, 4),_u7). at((7, 7),_u8). at((7, 2),_u9).",sat.,"[13143, 11899, 13197, 12490, 8904, 15110, 13163, 11961, 15116, 13203]","[4, 2, 0, 3, 1, 5, 4, 2, 5, 0]"
"at((6, 7),_u0). at((7, 5),_u1). at((0, 6),_u2). at((3, 7),_u3). at((3, 6),_u4). at((5, 1),_u5). at((2, 7),_u6). at((0, 4),_u7). at((1, 0),_u8).",sat.,"[12498, 8916, 13206, 15118, 13183, 11971, 15126, 13211, 11977]","[3, 1, 0, 5, 4, 2, 5, 0, 2]"
"at((3, 3),_u0). at((0, 7),_u1). at((4, 0),_u2). at((0, 2),_u3). at((5, 5),_u4). at((1, 4),_u5). at((2, 1),_u6). at((6, 6),_u7). at((5, 7),_u8). at((7, 2),_u9). at((7, 7),_u10).",sat.,"[11997, 13214, 8919, 15136, 13223, 12503, 8934, 12015, 13236, 13215, 15140]","[2, 0, 1, 5, 4, 3, 1, 2, 4, 0, 5]"
"at((3, 6),_u0). at((7, 5),_u1). at((2, 3),_u2). at((1, 1),_u3). at((6, 0),_u4). at((0, 6),_u5). at((5, 4),_u6). at((4, 2),_u7).",sat.,"[13216, 12053, 12506, 8937, 13241, 15143, 12079, 13217]","[0, 2, 3, 1, 4, 5, 2, 0]"
"at((6, 0),_u0). at((7, 7),_u1). at((5, 4),_u2). at((3, 1),_u3). at((1, 6),_u4). at((0, 0),_u5). at((7, 0),_u6). at((2, 5),_u7). at((7, 3),_u8).",sat.,"[12527, 13230, 12091, 8963, 15144, 13251, 15155, 13252, 12536]","[3, 0, 2, 1, 5, 4, 5, 4, 3]"
"at((5, 1),_u0). at((7, 7),_u1). at((2, 0),_u2). at((6, 3),_u3). at((0, 7),_u4). at((3, 5),_u5). at((1, 0),_u6).",sat.,"[12093, 13231, 12544, 15178, 13263, 8970, 12545]","[2, 0, 3, 5, 4, 1, 3]"
"at((0, 0),_u0). at((7, 3),_u1). at((6, 7),_u2). at((1, 5),_u3). at((7, 1),_u4). at((3, 2),_u5). at((2, 6),_u6).",sat.,"[8984, 15193, 13233, 12129, 13267, 12546, 12135]","[1, 5, 0, 2, 4, 3, 2]"
"at((2, 4),_u0). at((7, 5),_u1). at((5, 0),_u2). at((0, 2),_u3). at((1, 7),_u4). at((3, 1),_u5). at((7, 3),_u6). at((7, 0),_u7). at((0, 0),_u8). at((4, 6),_u9). at((5, 1),_u10).",sat.,"[12156, 13271, 12583, 13238, 8985, 15197, 13291, 13240, 12592, 12161, 15206]","[2, 4, 3, 0, 1, 5, 4, 0, 3, 2, 5]"
"at((6, 2),_u0). at((2, 3),_u1). at((5, 4),_u2). at((1, 6),_u3). at((3, 1),_u4). at((3, 0),_u5). at((3, 3),_u6). at((0, 5),_u7). at((5, 0),_u8). at((3, 7),_u9). at((7, 7),_u10).",sat.,"[8987, 15232, 13268, 12196, 12593, 13302, 15238, 12204, 13280, 12602, 13339]","[1, 5, 0, 2, 3, 4, 5, 2, 0, 3, 4]"
"at((5, 0),_u0). at((4, 3),_u1). at((2, 5),_u2). at((6, 4),_u3). at((7, 7),_u4). at((0, 3),_u5). at((2, 7),_u6). at((1, 2),_u7).",sat.,"[8989, 15273, 13286, 12213, 12617, 13340, 15284, 12223]","[1, 5, 0, 2, 3, 4, 5, 2]"
"at((5, 7),_u0). at((3, 1),_u1). at((0, 1),_u2). at((1, 6),_u3). at((6, 3),_u4). at((4, 4),_u5). at((6, 0),_u6). at((0, 4),_u7). at((3, 4),_u8).",sat.,"[8992, 13350, 13314, 12234, 15285, 12625, 12645, 13335, 15301]","[1, 4, 0, 2, 5, 3, 3, 0, 5]"
"at((5, 0),_u0). at((0, 4),_u1). at((6, 3),_u2). at((7, 6),_u3). at((4, 7),_u4). at((2, 2),_u5). at((3, 5),_u6). at((6, 0),_u7). at((1, 1),_u8).",sat.,"[12656, 13344, 13363, 15304, 9011, 12238, 9012, 12661, 12243]","[3, 0, 4, 5, 1, 2, 1, 3, 2]"
"at((5, 4),_u0). at((2, 0),_u1). at((6, 7),_u2). at((2, 6),_u3). at((0, 5),_u4). at((7, 3),_u5).",sat.,"[12254, 13367, 9013, 12667, 13347, 15306]","[2, 4, 1, 3, 0, 5]"
"at((4, 5),_u0). at((5, 1),_u1). at((7, 0),_u2). at((4, 6),_u3). at((0, 4),_u4). at((3, 2),_u5). at((7, 7),_u6).",sat.,"[12677, 12263, 13366, 13385, 9017, 15315, 12698]","[3, 2, 0, 4, 1, 5, 3]"
"at((7, 0),_u0). at((2, 6),_u1). at((1, 3),_u2). at((4, 1),_u3). at((6, 6),_u4). at((5, 4),_u5).",sat.,"[9039, 13418, 13371, 15337, 12700, 12281]","[1, 4, 0, 5, 3, 2]"
"at((3, 5),_u0). at((0, 7),_u1). at((1, 1),_u2). at((4, 0),_u3). at((7, 6),_u4). at((6, 3),_u5). at((4, 5),_u6).",sat.,"[13419, 9043, 13377, 15358, 12702, 12286, 15362]","[4, 1, 0, 5, 3, 2, 5]"
"at((2, 0),_u0). at((1, 7),_u1). at((0, 4),_u2). at((3, 6),_u3). at((0, 1),_u4). at((5, 2),_u5). at((7, 7),_u6). at((5, 1),_u7). at((6, 5),_u8). at((4, 2),_u9). at((5, 7),_u10).",sat.,"[12299, 12709, 15365, 9045, 13397, 13426, 12720, 13430, 9069, 15371, 13408]","[2, 3, 5, 1, 0, 4, 3, 4, 1, 5, 0]"
"at((6, 5),_u0). at((3, 6),_u1). at((0, 7),_u2). at((1, 1),_u3). at((4, 0),_u4). at((7, 3),_u5). at((2, 4),_u6). at((5, 3),_u7). at((6, 6),_u8).",sat.,"[15374, 12729, 9072, 12302, 13441, 13411, 12747, 13450, 15378]","[5, 3, 1, 2, 4, 0, 3, 0, 5]"
"at((1, 0),_u0). at((6, 3),_u1). at((4, 6),_u2). at((0, 7),_u3). at((2, 4),_u4). at((5, 3),_u5). at((3, 2),_u6). at((1, 2),_u7).",sat.,"[15390, 13443, 12311, 9085, 13454, 12750, 13459, 12761]","[5, 4, 2, 1, 0, 3, 0, 3]"
"at((6, 6),_u0). at((1, 3),_u1). at((4, 2),_u2). at((4, 7),_u3). at((6, 2),_u4). at((2, 0),_u5). at((0, 5),_u6). at((3, 6),_u7). at((3, 7),_u8). at((7, 6),_u9). at((6, 4),_u10).",sat.,"[12775, 9103, 13446, 15398, 13464, 12352, 9106, 13451, 15402, 12780, 13467]","[3, 1, 4, 5, 0, 2, 1, 4, 5, 3, 0]"
"at((4, 6),_u0). at((7, 1),_u1). at((0, 4),_u2). at((2, 0),_u3). at((4, 5),_u4). at((5, 1),_u5). at((3, 3),_u6).",sat.,"[13458, 13483, 9110, 12361, 12783, 15415, 13492]","[4, 0, 1, 2, 3, 5, 0]"
"at((0, 1),_u0). at((4, 3),_u1). at((4, 2),_u2). at((6, 6),_u3). at((1, 4),_u4). at((4, 5),_u5). at((3, 7),_u6). at((4, 0),_u7). at((7, 3),_u8). at((0, 2),_u9).",sat.,"[15421, 13463, 12812, 9121, 12366, 13497, 12370, 13521, 13471, 12814]","[5, 4, 3, 1, 2, 0, 2, 0, 4, 3]"
